0.0, 0, 898, 0.0
0.0, 0, 837, 0.0
0.0, 0, 948, 0.0
0.0, 0, 851, 0.0
0.0, 0, 958, 0.0
0.0, 0, 895, 0.0
0.0, 0, 827, 0.0
0.0, 0, 912, 0.0
0.0, 1, 847, 0.0011806375442739079
0.0, 1, 828, 0.0012077294685990338
0.0, 0, 895, 0.0
0.0, 0, 879, 0.0
0.0, 0, 896, 0.0
0.0, 1, 883, 0.0011325028312570782
0.0, 0, 867, 0.0
0.0, 0, 851, 0.0
0.0, 1, 869, 0.0011507479861910242
0.0, 0, 858, 0.0
0.0, 0, 849, 0.0
0.0, 0, 841, 0.0
0.0, 1, 909, 0.0011001100110011
0.0, 0, 825, 0.0
0.0, 0, 833, 0.0
0.0, 0, 878, 0.0
0.0, 0, 904, 0.0
0.0, 0, 879, 0.0
0.0, 0, 904, 0.0
0.0, 1, 855, 0.0011695906432748538
0.0, 0, 868, 0.0
0.0, 0, 854, 0.0
0.0, 0, 863, 0.0
0.0, 0, 866, 0.0
0.0, 0, 902, 0.0
0.0, 1, 881, 0.0011350737797956867
0.0, 0, 881, 0.0
0.0, 1, 860, 0.0011627906976744186
0.0, 0, 870, 0.0
0.0, 0, 886, 0.0
0.0, 0, 933, 0.0
0.0, 0, 863, 0.0
0.0, 1, 878, 0.0011389521640091116
0.0, 0, 850, 0.0
0.0, 1, 873, 0.001145475372279496
0.0, 0, 829, 0.0
0.0, 0, 901, 0.0
0.0, 0, 914, 0.0
0.0, 0, 920, 0.0
0.0, 0, 793, 0.0
0.0, 0, 913, 0.0
0.0, 1, 852, 0.0011737089201877935
0.0, 1, 869, 0.0011507479861910242
0.0, 0, 815, 0.0
0.0, 0, 925, 0.0
0.0, 0, 863, 0.0
0.0, 0, 871, 0.0
0.0, 0, 880, 0.0
0.0, 1, 861, 0.0011614401858304297
0.0, 0, 923, 0.0
0.0, 0, 875, 0.0
0.0, 0, 837, 0.0
0.0, 0, 858, 0.0
0.0, 0, 804, 0.0
0.0, 0, 887, 0.0
0.0, 0, 844, 0.0
0.0, 0, 921, 0.0
0.0, 0, 922, 0.0
0.0, 0, 883, 0.0
0.0, 0, 892, 0.0
0.0, 0, 872, 0.0
0.0, 0, 940, 0.0
0.0, 0, 862, 0.0
0.0, 0, 835, 0.0
0.0, 0, 849, 0.0
0.0, 0, 884, 0.0
0.0, 0, 917, 0.0
0.0, 0, 908, 0.0
0.0, 0, 865, 0.0
0.0, 0, 877, 0.0
0.0, 0, 910, 0.0
0.0, 0, 851, 0.0
0.0, 0, 889, 0.0
0.0, 0, 913, 0.0
0.0, 0, 894, 0.0
0.0, 0, 912, 0.0
0.0, 1, 935, 0.0010695187165775401
0.0, 0, 869, 0.0
0.0, 0, 949, 0.0
0.0, 0, 879, 0.0
0.0, 0, 891, 0.0
0.0, 0, 863, 0.0
0.0, 0, 874, 0.0
0.0, 0, 865, 0.0
0.0, 0, 895, 0.0
0.0, 0, 876, 0.0
0.0, 0, 905, 0.0
0.0, 0, 906, 0.0
0.0, 0, 857, 0.0
0.0, 0, 895, 0.0
0.0, 0, 887, 0.0
0.0, 0, 828, 0.0
0.0, 0, 901, 0.0
0.0, 0, 882, 0.0
0.0, 0, 862, 0.0
0.0, 0, 868, 0.0
0.0, 0, 925, 0.0
0.0, 0, 847, 0.0
0.0, 0, 858, 0.0
0.0, 0, 858, 0.0
0.0, 0, 889, 0.0
0.0, 0, 824, 0.0
0.0, 1, 869, 0.0011507479861910242
0.0, 0, 861, 0.0
0.0, 0, 920, 0.0
0.0, 0, 885, 0.0
0.0, 0, 882, 0.0
0.0, 0, 867, 0.0
0.0, 0, 843, 0.0
0.0, 0, 900, 0.0
0.0, 0, 885, 0.0
0.0, 0, 882, 0.0
0.0, 0, 888, 0.0
0.0, 0, 870, 0.0
0.0, 0, 888, 0.0
0.0, 0, 835, 0.0
0.0, 1, 859, 0.0011641443538998836
0.0, 0, 807, 0.0
0.0, 0, 916, 0.0
0.0, 0, 878, 0.0
0.0, 0, 930, 0.0
0.0, 0, 870, 0.0
0.0, 1, 878, 0.0011389521640091116
0.0, 0, 886, 0.0
0.0, 0, 893, 0.0
0.0, 0, 858, 0.0
0.0, 0, 869, 0.0
0.0, 0, 892, 0.0
0.0, 0, 884, 0.0
0.0, 0, 869, 0.0
0.0, 0, 886, 0.0
0.0, 0, 921, 0.0
0.0, 1, 894, 0.0011185682326621924
0.0, 0, 895, 0.0
0.0, 0, 909, 0.0
0.0, 1, 872, 0.0011467889908256881
0.0, 0, 860, 0.0
0.0, 0, 855, 0.0
0.0, 0, 839, 0.0
0.0, 0, 907, 0.0
0.0, 0, 873, 0.0
0.0, 0, 851, 0.0
0.0, 0, 919, 0.0
0.0, 0, 907, 0.0
0.0, 0, 873, 0.0
0.0, 0, 895, 0.0
0.0, 0, 868, 0.0
0.0, 0, 858, 0.0
0.0, 0, 910, 0.0
0.0, 0, 876, 0.0
0.0, 1, 855, 0.0011695906432748538
0.0, 0, 904, 0.0
0.0, 0, 893, 0.0
0.0, 0, 877, 0.0
0.0, 0, 901, 0.0
0.0, 0, 886, 0.0
0.0, 0, 991, 0.0
0.0, 0, 883, 0.0
0.0, 0, 874, 0.0
0.0, 0, 901, 0.0
0.0, 0, 861, 0.0
0.0, 0, 890, 0.0
0.0, 0, 889, 0.0
0.0, 0, 873, 0.0
0.0, 0, 922, 0.0
0.0, 0, 919, 0.0
0.0, 0, 873, 0.0
0.0, 0, 900, 0.0
0.0, 0, 900, 0.0
0.0, 0, 940, 0.0
0.0, 0, 856, 0.0
0.0, 0, 850, 0.0
0.0, 0, 840, 0.0
0.0, 0, 891, 0.0
0.0, 0, 870, 0.0
0.0, 0, 892, 0.0
0.0, 0, 880, 0.0
0.0, 0, 865, 0.0
0.0, 0, 895, 0.0
0.0, 0, 852, 0.0
0.0, 0, 834, 0.0
0.0, 0, 860, 0.0
0.0, 1, 882, 0.0011337868480725624
0.0, 0, 832, 0.0
0.0, 0, 872, 0.0
0.0, 0, 837, 0.0
0.0, 0, 916, 0.0
0.0, 0, 821, 0.0
0.0, 0, 902, 0.0
0.0, 0, 906, 0.0
0.0, 0, 888, 0.0
0.0, 0, 858, 0.0
0.0, 0, 865, 0.0
0.0, 0, 931, 0.0
0.0, 0, 877, 0.0
0.0, 0, 901, 0.0
0.0, 0, 867, 0.0
0.0, 0, 826, 0.0
0.0, 0, 866, 0.0
0.0, 1, 937, 0.0010672358591248667
0.0, 1, 876, 0.001141552511415525
0.0, 0, 883, 0.0
0.0, 0, 875, 0.0
0.0, 0, 936, 0.0
0.0, 0, 896, 0.0
0.0, 0, 856, 0.0
0.0, 0, 896, 0.0
0.0, 0, 862, 0.0
0.0, 0, 889, 0.0
0.0, 0, 938, 0.0
0.0, 0, 862, 0.0
0.0, 0, 868, 0.0
0.0, 0, 889, 0.0
0.0, 0, 858, 0.0
0.0, 0, 861, 0.0
0.0, 0, 813, 0.0
0.0, 0, 903, 0.0
0.0, 0, 880, 0.0
0.0, 0, 843, 0.0
0.0, 0, 867, 0.0
0.0, 0, 848, 0.0
0.0, 0, 926, 0.0
0.0, 0, 898, 0.0
0.0, 0, 887, 0.0
0.0, 0, 834, 0.0
0.0, 0, 894, 0.0
0.0, 0, 927, 0.0
0.0, 0, 890, 0.0
0.0, 0, 896, 0.0
0.0, 0, 903, 0.0
0.0, 0, 908, 0.0
0.0, 0, 906, 0.0
0.0, 0, 888, 0.0
0.0, 1, 844, 0.001184834123222749
0.0, 0, 907, 0.0
0.0, 0, 885, 0.0
0.0, 0, 888, 0.0
0.0, 0, 918, 0.0
0.0, 0, 836, 0.0
0.0, 0, 887, 0.0
0.0, 0, 827, 0.0
0.0, 0, 851, 0.0
0.0, 0, 956, 0.0
0.0, 0, 862, 0.0
0.0, 0, 887, 0.0
0.0, 0, 844, 0.0
0.0, 0, 941, 0.0
0.0, 0, 903, 0.0
0.0, 0, 860, 0.0
0.0, 0, 892, 0.0
0.0, 0, 938, 0.0
0.0, 0, 867, 0.0
0.0, 0, 859, 0.0
0.0, 0, 842, 0.0
0.0, 0, 897, 0.0
0.0, 0, 884, 0.0
0.0, 0, 881, 0.0
0.0, 0, 924, 0.0
0.0, 0, 843, 0.0
0.0, 0, 883, 0.0
0.0, 0, 878, 0.0
0.0, 0, 833, 0.0
0.0, 0, 912, 0.0
0.0, 0, 848, 0.0
0.0, 0, 876, 0.0
0.0, 0, 907, 0.0
0.0, 0, 904, 0.0
0.0, 0, 826, 0.0
0.0, 0, 879, 0.0
0.0, 0, 849, 0.0
0.0, 0, 899, 0.0
0.0, 0, 912, 0.0
0.0, 0, 893, 0.0
0.0, 0, 880, 0.0
0.0, 0, 907, 0.0
0.0, 0, 878, 0.0
0.0, 0, 897, 0.0
0.0, 0, 874, 0.0
0.0, 0, 898, 0.0
0.0, 0, 877, 0.0
0.0, 0, 881, 0.0
0.0, 1, 867, 0.0011534025374855825
0.0, 0, 881, 0.0
0.0, 0, 901, 0.0
0.0, 0, 904, 0.0
0.0, 1, 880, 0.0011363636363636363
0.0, 0, 893, 0.0
0.0, 0, 879, 0.0
0.0, 0, 889, 0.0
0.0, 0, 880, 0.0
0.0, 0, 911, 0.0
0.0, 0, 858, 0.0
0.0, 0, 883, 0.0
0.0, 0, 862, 0.0
0.0, 0, 839, 0.0
0.0, 0, 939, 0.0
0.0, 0, 857, 0.0
0.0, 0, 853, 0.0
